chr1	28346	29447	1101
chr1	778392	779661	1269
chr1	898569	899049	480
chr1	909943	910499	556
chr1	916431	916914	483
chr1	935044	936433	1389
chr1	969877	971812	1935
chr1	975884	976533	649
chr1	983819	984567	748
chr1	1019178	1021271	2093
chr1	1076179	1077047	868
chr1	1079215	1080659	1444
chr1	1115140	1117220	2080
chr1	1120731	1121033	302
chr1	1121199	1121632	433
chr1	1157461	1158700	1239
chr1	1162446	1166842	4396
chr1	1167036	1167669	633
chr1	1167768	1168433	665
chr1	1168640	1169096	456
chr1	1230752	1232649	1897
chr1	1246388	1247483	1095
chr1	1250230	1250395	165
chr1	1272570	1274709	2139
chr1	1291826	1292107	281
chr1	1293960	1294054	94
chr1	1298803	1299354	551
chr1	1306216	1309840	3624
chr1	1324271	1326105	1834
chr1	1330447	1331477	1030
chr1	1353090	1356327	3237
chr1	1371962	1372540	578
chr1	1374229	1375897	1668
chr1	1406435	1408181	1746
chr1	1419575	1421885	2310
chr1	1430192	1431121	929
chr1	1470765	1472896	2131
chr1	1510924	1513212	2288
chr1	1573616	1575733	2117
chr1	1579885	1581126	1241
chr1	1599318	1600940	1622
chr1	1630187	1632607	2420
chr1	1658129	1659736	1607
chr1	1661534	1662047	513
chr1	1691503	1693851	2348
chr1	1721588	1721967	379
chr1	1723482	1725007	1525
chr1	1889216	1892369	3153
chr1	1894713	1895315	602
chr1	2003530	2004176	646
chr1	2123063	2124374	1311
chr1	2237149	2237775	626
chr1	2285065	2285283	218
chr1	2322019	2322869	850
chr1	3545766	3546188	422
chr1	3623902	3625880	1978
chr1	3649262	3653160	3898
chr1	3668514	3669245	731
chr1	3697749	3698483	734
chr1	3732730	3733032	302
chr1	3746444	3747602	1158
chr1	3772061	3773408	1347
chr1	3801456	3801981	525
chr1	3831013	3832040	1027
chr1	5991297	5993830	2533
chr1	6052543	6053443	900
chr1	6148732	6149225	493
chr1	6204998	6206771	1773
chr1	6208667	6209701	1034
chr1	6243732	6247329	3597
chr1	6259878	6261634	1756
chr1	6392408	6394388	1980
chr1	6418691	6420851	2160
chr1	6454078	6455617	1539
chr1	6475574	6476021	447
chr1	6485143	6487020	1877
chr1	6489960	6491241	1281
chr1	6520049	6520481	432
chr1	6579496	6580864	1368
chr1	6600579	6604009	3430
chr1	6613509	6615950	2441
chr1	6783797	6786492	2695
chr1	7885661	7886722	1061
chr1	7902751	7902955	204
chr1	8024584	8028013	3429
chr1	8421938	8424648	2710
chr1	8524977	8526504	1527
chr1	8877287	8877593	306
chr1	8877683	8880836	3153
chr1	9128648	9130322	1674
chr1	9242512	9242971	459
chr1	9292159	9293895	1736
chr1	9352482	9352953	471
chr1	9428424	9429384	960
chr1	9627005	9627399	394
chr1	9908804	9911369	2565
chr1	9942365	9944029	1664
chr1	10032240	10034778	2538
chr1	10209636	10212127	2491
chr1	10398204	10400113	1909
chr1	10427879	10428574	695
chr1	10430005	10431489	1484
chr1	10682309	10683924	1615
chr1	11272539	11274115	1576
chr1	11355487	11356209	722
chr1	11357315	11357604	289
chr1	11594312	11594599	287
chr1	11735688	11737694	2006
chr1	11804792	11807396	2604
chr1	11838673	11839195	522
chr1	11848083	11848295	212
chr1	11898326	11899125	799
chr1	11907184	11910109	2925
chr1	11979630	11981226	1596
chr1	12063047	12064499	1452
chr1	12079301	12079836	535
chr1	12333002	12333705	703
chr1	13167969	13169431	1462
chr1	14923786	14925385	1599
chr1	15272403	15272809	406
chr1	15683849	15686093	2244
chr1	15723676	15724212	536
chr1	15735949	15737306	1357
chr1	15833747	15836504	2757
chr1	15846850	15850969	4119
chr1	15885465	15887017	1552
chr1	15975029	15976215	1186
chr1	16056046	16056471	425
chr1	16067004	16068248	1244
chr1	16072762	16074050	1288
chr1	16350977	16353008	2031
chr1	16532480	16533178	698
chr1	16534190	16535717	1527
chr1	16692091	16694070	1979
chr1	16764578	16765732	1154
chr1	16765845	16769123	3278
chr1	16888945	16889819	874
chr1	16894809	16896972	2163
chr1	16903821	16905665	1844
chr1	16913613	16915052	1439
chr1	16921419	16922068	649
chr1	17045691	17046612	921
chr1	17419448	17420129	681
chr1	17550648	17551353	705
chr1	17573999	17574896	897
chr1	17575722	17576435	713
chr1	17588207	17588692	485
chr1	17596914	17597388	474
chr1	17603221	17603513	292
chr1	17668689	17668901	212
chr1	17682532	17683256	724
chr1	18148721	18149696	975
chr1	18554229	18554858	629
chr1	18955391	18957448	2057
chr1	19208977	19211297	2320
chr1	19412519	19413162	643
chr1	19429533	19430583	1050
chr1	19446014	19446350	336
chr1	19448341	19449316	975
chr1	19454563	19455164	601
chr1	19483886	19486523	2637
chr1	19596287	19597871	1584
chr1	19643569	19645464	1895
chr1	19651218	19651457	239
chr1	19653700	19654026	326
chr1	19664526	19666150	1624
chr1	19917832	19918322	490
chr1	20233824	20234304	480
chr1	20250176	20250947	771
chr1	20476169	20476784	615
chr1	20522000	20522652	652
chr1	20731489	20733749	2260
chr1	21174549	21177467	2918
chr1	21268381	21268763	382
chr1	21295738	21296308	570
chr1	21586580	21587251	671
chr1	21620196	21620955	759
chr1	21936706	21937926	1220
chr1	22141583	22144062	2479
chr1	22154088	22154359	271
chr1	22416639	22416977	338
chr1	22418505	22419552	1047
chr1	22455356	22457753	2397
chr1	22964225	22964466	241
chr1	23340197	23345266	5069
chr1	23367668	23370181	2513
chr1	23635014	23635297	283
chr1	23637438	23637824	386
chr1	23742940	23745647	2707
chr1	23777698	23780151	2453
chr1	24112136	24112896	760
chr1	24412921	24414146	1225
chr1	24415094	24416691	1597
chr1	24641860	24645400	3540
chr1	24744753	24746626	1873
chr1	24927669	24932749	5080
chr1	25246144	25248387	2243
chr1	25549339	25550055	716
chr1	25572669	25573090	421
chr1	25615944	25618205	2261
chr1	25774901	25775535	634
chr1	26110368	26112860	2492
chr1	26145188	26145655	467
chr1	26161245	26162512	1267
chr1	26164031	26164611	580
chr1	26233811	26235274	1463
chr1	26359787	26360865	1078
chr1	26597469	26598578	1109
chr1	26619631	26622032	2401
chr1	26695037	26702799	7762
chr1	26786366	26789648	3282
chr1	26899796	26900982	1186
chr1	27097398	27097930	532
chr1	27099375	27100217	842
chr1	27428268	27429400	1132
chr1	27559804	27561664	1860
chr1	27634074	27635010	936
chr1	27671680	27672477	797
chr1	28056313	28059146	2833
chr1	28087547	28089238	1691
chr1	28258853	28261576	2723
chr1	28296492	28297587	1095
chr1	28784968	28785694	726
chr1	28815556	28815873	317
chr1	28886563	28888355	1792
chr1	31412600	31414246	1646
chr1	31762675	31764823	2148
chr1	32199980	32201791	1811
chr1	32205009	32206283	1274
chr1	32221656	32223109	1453
chr1	32637224	32637301	77
chr1	32649756	32652149	2393
chr1	32712222	32712566	344
chr1	32716730	32717526	796
chr1	32741257	32742617	1360
chr1	33086176	33086705	529
chr1	33255426	33258245	2819
chr1	33295550	33295820	270
chr1	33334205	33335246	1041
chr1	33336671	33336876	205
chr1	33338203	33339663	1460
chr1	33346184	33351124	4940
chr1	33363342	33364557	1215
chr1	33367592	33368129	537
chr1	33429770	33431679	1909
chr1	33612880	33615068	2188
chr1	34162714	34167635	4921
chr1	34328172	34328631	459
chr1	34667487	34668077	590
chr1	35640927	35642565	1638
chr1	35882757	35884129	1372
chr1	35930017	35932494	2477
chr1	36223412	36226253	2841
chr1	36306229	36307549	1320
chr1	36322695	36322764	69
chr1	36322834	36324652	1818
chr1	36384526	36387330	2804
chr1	36553816	36554061	245
chr1	36770612	36772340	1728
chr1	37940186	37940784	598
chr1	38004867	38005926	1059
chr1	38044191	38047659	3468
chr1	38258327	38259040	713
chr1	38425181	38427539	2358
chr1	38444515	38445316	801
chr1	38456273	38456591	318
chr1	39407573	39410037	2464
chr1	39490835	39492724	1889
chr1	39788062	39789553	1491
chr1	39900923	39902707	1784
chr1	40039456	40041733	2277
chr1	40096663	40097733	1070
chr1	40315283	40317624	2341
chr1	40530916	40532122	1206
chr1	40708854	40712696	3842
chr1	40783322	40784514	1192
chr1	40861393	40862960	1567
chr1	40922963	40923279	316
chr1	40979018	40980573	1555
chr1	41282559	41283157	598
chr1	42692683	42693678	995
chr1	42845880	42847412	1532
chr1	43119862	43120183	321
chr1	43147361	43148201	840
chr1	43448503	43449255	752
chr1	43649253	43651863	2610
chr1	43990720	43992738	2018
chr1	44047685	44048930	1245
chr1	44595219	44595626	407
chr1	44819115	44820613	1498
chr1	45010222	45013175	2953
chr1	45204747	45207449	2702
chr1	45339314	45341125	1811
chr1	45499500	45500937	1437
chr1	45803964	45804959	995
chr1	46179373	46180025	652
chr1	46466376	46467219	843
chr1	46488954	46492619	3665
chr1	46603824	46604606	782
chr1	46666308	46668722	2414
chr1	47023288	47024179	891
chr1	47332979	47334817	1838
chr1	47533199	47533810	611
chr1	47724896	47726736	1840
chr1	48627345	48627982	637
chr1	50610485	50612032	1547
chr1	52402987	52405323	2336
chr1	52550636	52554142	3506
chr1	52697817	52698905	1088
chr1	52702867	52703613	746
chr1	52926923	52928251	1328
chr1	53288424	53288707	283
chr1	53325834	53328754	2920
chr1	53393350	53393678	328
chr1	53526596	53526987	391
chr1	53685159	53685855	696
chr1	54199224	54200798	1574
chr1	54273049	54273655	606
chr1	54275227	54275477	250
chr1	54291454	54291792	338
chr1	54355843	54357249	1406
chr1	54371663	54371962	299
chr1	54404583	54407991	3408
chr1	54474621	54475396	775
chr1	54520192	54520992	800
chr1	55081395	55082109	714
chr1	55134346	55134811	465
chr1	55277548	55278059	511
chr1	57422007	57425748	3741
chr1	60073556	60074196	640
chr1	60222816	60224046	1230
chr1	61741652	61743559	1907
chr1	62783401	62785124	1723
chr1	63329449	63331288	1839
chr1	64623972	64625098	1126
chr1	65066062	65069059	2997
chr1	65147121	65149350	2229
chr1	65253943	65255858	1915
chr1	65308797	65311267	2470
chr1	65524880	65526226	1346
chr1	67427165	67431731	4566
chr1	67684476	67687927	3451
chr1	67830419	67833720	3301
chr1	68173385	68174418	1033
chr1	74673123	74674020	897
chr1	75125232	75139375	14143
chr1	77758452	77760105	1653
chr1	78045893	78046756	863
chr1	79006366	79007118	752
chr1	84944696	84945815	1119
chr1	84996721	84998700	1979
chr1	86912642	86916609	3967
chr1	87327826	87329875	2049
chr1	89021506	89022630	1124
chr1	89356819	89357174	355
chr1	89358023	89358850	827
chr1	89524033	89525846	1813
chr1	89842599	89844220	1621
chr1	89871919	89872424	505
chr1	89989829	89990522	693
chr1	91403629	91404934	1305
chr1	92441804	92442434	630
chr1	93575929	93577273	1344
chr1	93592356	93593229	873
chr1	93680743	93682275	1532
chr1	94335845	94336412	567
chr1	96721300	96723567	2267
chr1	99766125	99766638	513
chr1	100132200	100133902	1702
chr1	100351100	100353685	2585
chr1	107963618	107966179	2561
chr1	109148645	109150268	1623
chr1	109180753	109182113	1360
chr1	109192630	109193885	1255
chr1	109274513	109276031	1518
chr1	109466159	109467501	1342
chr1	109482851	109484860	2009
chr1	109493518	109494697	1179
chr1	109619319	109622313	2994
chr1	109655501	109656598	1097
chr1	109739651	109740819	1168
chr1	109792059	109792396	337
chr1	110034351	110035637	1286
chr1	110136786	110137666	880
chr1	110150366	110151546	1180
chr1	110161775	110162212	437
chr1	110170912	110171903	991
chr1	110209796	110212959	3163
chr1	110213162	110215362	2200
chr1	110255213	110256191	978
chr1	110295563	110296009	446
chr1	110555059	110555812	753
chr1	110606235	110608098	1863
chr1	111031649	111032675	1026
chr1	111738001	111740896	2895
chr1	111767970	111769907	1937
chr1	111856956	111857591	635
chr1	111988470	111991789	3319
chr1	112395519	112397434	1915
chr1	113388707	113393320	4613
chr1	114509062	114512535	3473
chr1	115112629	115113174	545
chr1	115595998	115596209	211
chr1	115828098	115828970	872
chr1	116666163	116668122	1959
chr1	117120950	117122593	1643
chr1	117605071	117609637	4566
chr1	117754012	117755077	1065
chr1	120340765	120343044	2279
chr1	120354656	120356336	1680
chr1	120387806	120389240	1434
chr1	121116648	121117849	1201
chr1	143903952	143906096	2144
chr1	144881860	144883705	1845
chr1	145280498	145282615	2117
chr1	145459407	145460783	1376
chr1	145475532	145476768	1236
chr1	145486828	145488345	1517
chr1	145607838	145609275	1437
chr1	146409214	146410459	1245
chr1	146413660	146414342	682
chr1	146443594	146444308	714
chr1	147077832	147081052	3220
chr1	147084076	147085750	1674
chr1	147579692	147580331	639
chr1	147598472	147601454	2982
chr1	148951556	148956390	4834
chr1	149635523	149637499	1976
chr1	149646326	149647332	1006
chr1	149811084	149813888	2804
chr1	149884656	149889439	4783
chr1	149899421	149900367	946
chr1	149916723	149917992	1269
chr1	149936191	149937655	1464
